run_id,filename,number_of_data,model,prompt_type,number_of_shots,temperature,max_new_tokens,batch_size,pad_token,pad_token_id,eos_token_id,seed,device,exact_match_accuracy,exact_match_f1,exact_match_loss,exact_match_gain,bert_score_accuracy,bert_score_f1,bert_score_loss,bert_score_gain,edit_distance,single_bert_score
20230606_020533,hindu_knowledge/task.json,170,togethercomputer/GPT-JT-6B-v1,open,5,0.01,adaptive,16,<|endoftext|>,50256,50256,105,NVIDIA A100-PCIE-40GB,0.1882352941,0.1545262956,0,30,0.3470588235,0.1956985004,9,29,45.65882353,0.8469668031
20230606_020544,hindu_knowledge/task.json,170,togethercomputer/GPT-JT-6B-v1,open,5,0.01,adaptive,16,<|endoftext|>,50256,50256,86379,NVIDIA A100-PCIE-40GB,0.1882352941,0.1534750963,0,30,0.3470588235,0.1956985004,9,29,45.76470588,0.8469281197
20230606_022057,hindu_knowledge/task.json,170,t5-small,closed,0,0.01,adaptive,16,<pad>,0,1,2266,NVIDIA A100-PCIE-40GB,0,0,-100,-100,0.2529411765,0.1415987381,-100,-100,39.45294118,0.8262508512
20230606_022100,hindu_knowledge/task.json,170,t5-small,closed,0,0.01,adaptive,16,<pad>,0,1,105,NVIDIA A100-PCIE-40GB,0,0,-100,-100,0.2470588235,0.1355585332,-100,-100,39.61176471,0.8262281418
20230606_022104,hindu_knowledge/task.json,170,t5-small,closed,0,0.01,adaptive,16,<pad>,0,1,86379,NVIDIA A100-PCIE-40GB,0,0,-100,-100,0.2529411765,0.1415987381,-100,-100,39.41764706,0.8262712359
20230606_022107,hindu_knowledge/task.json,170,t5-small,closed,5,0.01,adaptive,16,<pad>,0,1,2266,NVIDIA A100-PCIE-40GB,0,0,-100,-100,0.2294117647,0.1146286623,-100,-100,43.18235294,0.824682951
20230606_022112,hindu_knowledge/task.json,170,t5-small,closed,5,0.01,adaptive,16,<pad>,0,1,105,NVIDIA A100-PCIE-40GB,0,0,-100,-100,0.2294117647,0.1152516441,-100,-100,42.93529412,0.8245362043
20230606_022116,hindu_knowledge/task.json,170,t5-small,closed,5,0.01,adaptive,16,<pad>,0,1,86379,NVIDIA A100-PCIE-40GB,0,0,-100,-100,0.2294117647,0.1152516441,-100,-100,42.92352941,0.8245555162
20230606_022120,hindu_knowledge/task.json,170,t5-small,closed-adv,0,0.01,adaptive,16,<pad>,0,1,2266,NVIDIA A100-PCIE-40GB,0,0,-100,-100,-100,-100,-100,-100,50.55882353,-100
20230606_022123,hindu_knowledge/task.json,170,t5-small,closed-adv,0,0.01,adaptive,16,<pad>,0,1,105,NVIDIA A100-PCIE-40GB,0,0,-100,-100,-100,-100,-100,-100,50.66470588,-100
20230606_022127,hindu_knowledge/task.json,170,t5-small,closed-adv,0,0.01,adaptive,16,<pad>,0,1,86379,NVIDIA A100-PCIE-40GB,0,0,-100,-100,-100,-100,-100,-100,50.50588235,-100
20230606_022131,hindu_knowledge/task.json,170,t5-small,closed-adv,5,0.01,adaptive,16,<pad>,0,1,2266,NVIDIA A100-PCIE-40GB,0,0,-100,-100,-100,-100,-100,-100,26.81764706,-100
20230606_022135,hindu_knowledge/task.json,170,t5-small,closed-adv,5,0.01,adaptive,16,<pad>,0,1,105,NVIDIA A100-PCIE-40GB,0,0,-100,-100,-100,-100,-100,-100,27.16470588,-100
20230606_022139,hindu_knowledge/task.json,170,t5-small,closed-adv,5,0.01,adaptive,16,<pad>,0,1,86379,NVIDIA A100-PCIE-40GB,0,0,-100,-100,-100,-100,-100,-100,27.25882353,-100
20230606_022143,hindu_knowledge/task.json,170,t5-small,open,0,0.01,adaptive,16,<pad>,0,1,2266,NVIDIA A100-PCIE-40GB,0,0,-100,-100,0.2235294118,0.09477437048,-100,-100,39.61176471,0.8036341071
20230606_022146,hindu_knowledge/task.json,170,t5-small,open,0,0.01,adaptive,16,<pad>,0,1,105,NVIDIA A100-PCIE-40GB,0,0,-100,-100,0.2235294118,0.09527318296,-100,-100,39.75294118,0.8033145666
20230606_022150,hindu_knowledge/task.json,170,t5-small,open,0,0.01,adaptive,16,<pad>,0,1,86379,NVIDIA A100-PCIE-40GB,0,0,-100,-100,0.2235294118,0.09527318296,-100,-100,39.44705882,0.8033567667
20230606_022153,hindu_knowledge/task.json,170,t5-small,open,5,0.01,adaptive,16,<pad>,0,1,2266,NVIDIA A100-PCIE-40GB,0,0,-100,-100,0.1941176471,0.08324792325,-100,-100,44.63529412,0.8223634362
20230606_022158,hindu_knowledge/task.json,170,t5-small,open,5,0.01,adaptive,16,<pad>,0,1,105,NVIDIA A100-PCIE-40GB,0,0,-100,-100,0.1941176471,0.08324792325,-100,-100,44.67647059,0.8223846555
20230606_022202,hindu_knowledge/task.json,170,t5-small,open,5,0.01,adaptive,16,<pad>,0,1,86379,NVIDIA A100-PCIE-40GB,0,0,-100,-100,0.1941176471,0.08450918451,-100,-100,44.7,0.8222258687
20230606_023126,hindu_knowledge/task.json,170,google/flan-t5-small,closed,0,0.01,adaptive,16,<pad>,0,1,2266,NVIDIA A100-PCIE-40GB,0.1411764706,0.1031064111,0,24,0.2470588235,0.1441574885,26,25,10.23529412,0.8194515705
20230606_023130,hindu_knowledge/task.json,170,google/flan-t5-small,closed,0,0.01,adaptive,16,<pad>,0,1,105,NVIDIA A100-PCIE-40GB,0.1411764706,0.1031064111,0,24,0.2470588235,0.1440390191,25,25,10.24117647,0.8195486665
20230606_023133,hindu_knowledge/task.json,170,google/flan-t5-small,closed,0,0.01,adaptive,16,<pad>,0,1,86379,NVIDIA A100-PCIE-40GB,0.1411764706,0.1031064111,0,24,0.2470588235,0.1438084483,26,25,10.2,0.8196265697
20230606_023136,hindu_knowledge/task.json,170,google/flan-t5-small,closed,5,0.01,adaptive,16,<pad>,0,1,2266,NVIDIA A100-PCIE-40GB,0.1588235294,0.1289283366,0,27,0.2411764706,0.144548081,21,23,10.1,0.8195434809
20230606_023140,hindu_knowledge/task.json,170,google/flan-t5-small,closed,5,0.01,adaptive,16,<pad>,0,1,105,NVIDIA A100-PCIE-40GB,0.1529411765,0.1220249836,0,26,0.2411764706,0.144548081,21,23,10.11176471,0.8193907142
20230606_023144,hindu_knowledge/task.json,170,google/flan-t5-small,closed,5,0.01,adaptive,16,<pad>,0,1,86379,NVIDIA A100-PCIE-40GB,0.1588235294,0.1289283366,0,27,0.2352941176,0.1385868931,22,23,10.08235294,0.8194079995
20230606_023147,hindu_knowledge/task.json,170,google/flan-t5-small,closed-adv,0,0.01,adaptive,16,<pad>,0,1,2266,NVIDIA A100-PCIE-40GB,0.1764705882,0.2116757593,0,30,-100,-100,-100,-100,5.823529412,-100
20230606_023150,hindu_knowledge/task.json,170,google/flan-t5-small,closed-adv,0,0.01,adaptive,16,<pad>,0,1,105,NVIDIA A100-PCIE-40GB,0.1705882353,0.2093112046,0,29,-100,-100,-100,-100,5.829411765,-100
20230606_023153,hindu_knowledge/task.json,170,google/flan-t5-small,closed-adv,0,0.01,adaptive,16,<pad>,0,1,86379,NVIDIA A100-PCIE-40GB,0.1705882353,0.2093112046,0,29,-100,-100,-100,-100,5.829411765,-100
20230606_023155,hindu_knowledge/task.json,170,google/flan-t5-small,closed-adv,5,0.01,adaptive,16,<pad>,0,1,2266,NVIDIA A100-PCIE-40GB,0.1705882353,0.2159648806,0,29,-100,-100,-100,-100,5.829411765,-100
20230606_023159,hindu_knowledge/task.json,170,google/flan-t5-small,closed-adv,5,0.01,adaptive,16,<pad>,0,1,105,NVIDIA A100-PCIE-40GB,0.1823529412,0.226702509,0,31,-100,-100,-100,-100,5.817647059,-100
20230606_023202,hindu_knowledge/task.json,170,google/flan-t5-small,closed-adv,5,0.01,adaptive,16,<pad>,0,1,86379,NVIDIA A100-PCIE-40GB,0.1764705882,0.2242982139,0,30,-100,-100,-100,-100,5.823529412,-100
20230606_023205,hindu_knowledge/task.json,170,google/flan-t5-small,open,0,0.01,adaptive,16,<pad>,0,1,2266,NVIDIA A100-PCIE-40GB,0,0,0,0,0.2176470588,0.1089122807,13,12,11.45294118,0.8126870394
20230606_023208,hindu_knowledge/task.json,170,google/flan-t5-small,open,0,0.01,adaptive,16,<pad>,0,1,105,NVIDIA A100-PCIE-40GB,0,0,0,0,0.2117647059,0.1076281136,14,12,11.47058824,0.8130949736
20230606_023212,hindu_knowledge/task.json,170,google/flan-t5-small,open,0,0.01,adaptive,16,<pad>,0,1,86379,NVIDIA A100-PCIE-40GB,0,0,0,0,0.2058823529,0.1018592172,15,12,11.5,0.8129495978
20230606_023215,hindu_knowledge/task.json,170,google/flan-t5-small,open,5,0.01,adaptive,16,<pad>,0,1,2266,NVIDIA A100-PCIE-40GB,0.01176470588,0.01,0,2,0.2294117647,0.1103733962,20,26,11.09411765,0.8150512576
20230606_023219,hindu_knowledge/task.json,170,google/flan-t5-small,open,5,0.01,adaptive,16,<pad>,0,1,105,NVIDIA A100-PCIE-40GB,0.01176470588,0.01,0,2,0.2411764706,0.116011737,20,28,11.08235294,0.8149362206
20230606_023223,hindu_knowledge/task.json,170,google/flan-t5-small,open,5,0.01,adaptive,16,<pad>,0,1,86379,NVIDIA A100-PCIE-40GB,0.01176470588,0.01,0,2,0.2411764706,0.116011737,20,28,11.07647059,0.8151458502
20230606_031443,hindu_knowledge/task.json,170,t5-large,closed,0,0.01,adaptive,16,<pad>,0,1,2266,NVIDIA A100-PCIE-40GB,0.04117647059,0.03333333333,0,7,0.2764705882,0.1665110875,21,25,24.06470588,0.8484092951
20230606_031450,hindu_knowledge/task.json,170,t5-large,closed,0,0.01,adaptive,16,<pad>,0,1,105,NVIDIA A100-PCIE-40GB,0.04117647059,0.03333333333,0,7,0.2882352941,0.1728499761,21,28,23.98823529,0.848572135
20230606_031457,hindu_knowledge/task.json,170,t5-large,closed,0,0.01,adaptive,16,<pad>,0,1,86379,NVIDIA A100-PCIE-40GB,0.04117647059,0.03333333333,0,7,0.2764705882,0.1667178699,21,25,24.07647059,0.8484062552
20230606_031504,hindu_knowledge/task.json,170,t5-large,closed,5,0.01,adaptive,16,<pad>,0,1,2266,NVIDIA A100-PCIE-40GB,0.05882352941,0.05342163355,0,10,0.2411764706,0.1441277641,19,21,41.22941176,0.8479172587
20230606_031512,hindu_knowledge/task.json,170,t5-large,closed,5,0.01,adaptive,16,<pad>,0,1,105,NVIDIA A100-PCIE-40GB,0.05294117647,0.04900662252,0,9,0.2352941176,0.13998362,19,20,41.52352941,0.8474875689
20230606_031520,hindu_knowledge/task.json,170,t5-large,closed,5,0.01,adaptive,16,<pad>,0,1,86379,NVIDIA A100-PCIE-40GB,0.05294117647,0.04900662252,0,9,0.2352941176,0.1405241605,19,20,41.44117647,0.8475874662
20230606_031529,hindu_knowledge/task.json,170,t5-large,closed-adv,0,0.01,adaptive,16,<pad>,0,1,2266,NVIDIA A100-PCIE-40GB,0,0,0,0,-100,-100,-100,-100,51.37647059,-100
20230606_031535,hindu_knowledge/task.json,170,t5-large,closed-adv,0,0.01,adaptive,16,<pad>,0,1,105,NVIDIA A100-PCIE-40GB,0,0,0,0,-100,-100,-100,-100,51.35294118,-100
20230606_031542,hindu_knowledge/task.json,170,t5-large,closed-adv,0,0.01,adaptive,16,<pad>,0,1,86379,NVIDIA A100-PCIE-40GB,0,0,0,0,-100,-100,-100,-100,51.35294118,-100
20230606_031549,hindu_knowledge/task.json,170,t5-large,closed-adv,5,0.01,adaptive,16,<pad>,0,1,2266,NVIDIA A100-PCIE-40GB,0.04705882353,0.02402402402,0,8,-100,-100,-100,-100,33.92352941,-100
20230606_031558,hindu_knowledge/task.json,170,t5-large,closed-adv,5,0.01,adaptive,16,<pad>,0,1,105,NVIDIA A100-PCIE-40GB,0.05294117647,0.02678571429,0,9,-100,-100,-100,-100,33.94117647,-100
20230606_031606,hindu_knowledge/task.json,170,t5-large,closed-adv,5,0.01,adaptive,16,<pad>,0,1,86379,NVIDIA A100-PCIE-40GB,0.04705882353,0.02402402402,0,8,-100,-100,-100,-100,33.96470588,-100
20230606_031615,hindu_knowledge/task.json,170,t5-large,open,0,0.01,adaptive,16,<pad>,0,1,2266,NVIDIA A100-PCIE-40GB,0,0,0,0,0.2470588235,0.1205010676,9,13,32.21764706,0.8242794871
20230606_031622,hindu_knowledge/task.json,170,t5-large,open,0,0.01,adaptive,16,<pad>,0,1,105,NVIDIA A100-PCIE-40GB,0,0,0,0,0.2470588235,0.1206631159,9,13,32.17647059,0.8247943521
20230606_031629,hindu_knowledge/task.json,170,t5-large,open,0,0.01,adaptive,16,<pad>,0,1,86379,NVIDIA A100-PCIE-40GB,0,0,0,0,0.2411764706,0.115153474,9,12,31.91764706,0.8251633644
20230606_031635,hindu_knowledge/task.json,170,t5-large,open,5,0.01,adaptive,16,<pad>,0,1,2266,NVIDIA A100-PCIE-40GB,0,0,0,0,0.2529411765,0.1402731119,11,21,17.38235294,0.8402474523
20230606_031643,hindu_knowledge/task.json,170,t5-large,open,5,0.01,adaptive,16,<pad>,0,1,105,NVIDIA A100-PCIE-40GB,0,0,0,0,0.2529411765,0.1402731119,11,21,17.38823529,0.8401123285
20230606_031651,hindu_knowledge/task.json,170,t5-large,open,5,0.01,adaptive,16,<pad>,0,1,86379,NVIDIA A100-PCIE-40GB,0,0,0,0,0.2529411765,0.1402731119,11,21,17.33529412,0.8401765823
20230606_033943,hindu_knowledge/task.json,170,google/flan-t5-large,closed,0,0.01,adaptive,16,<pad>,0,1,2266,NVIDIA A100-PCIE-40GB,0.2352941176,0.144987692,18,34,0.2411764706,0.1358527899,26,25,9.482352941,0.8286500573
20230606_033947,hindu_knowledge/task.json,170,google/flan-t5-large,closed,0,0.01,adaptive,16,<pad>,0,1,105,NVIDIA A100-PCIE-40GB,0.2411764706,0.1511435399,17,34,0.2470588235,0.141862593,25,25,9.452941176,0.8287807703
20230606_033952,hindu_knowledge/task.json,170,google/flan-t5-large,closed,0,0.01,adaptive,16,<pad>,0,1,86379,NVIDIA A100-PCIE-40GB,0.2352941176,0.144987692,18,34,0.2411764706,0.1358527899,26,25,9.482352941,0.8286500573
20230606_033957,hindu_knowledge/task.json,170,google/flan-t5-large,closed,5,0.01,adaptive,16,<pad>,0,1,2266,NVIDIA A100-PCIE-40GB,0.2411764706,0.1533486122,20,34,0.2470588235,0.1448811623,25,26,9.370588235,0.8297857046
20230606_034003,hindu_knowledge/task.json,170,google/flan-t5-large,closed,5,0.01,adaptive,16,<pad>,0,1,105,NVIDIA A100-PCIE-40GB,0.2411764706,0.1525329281,20,35,0.2470588235,0.1448811623,25,26,9.370588235,0.8297806978
20230606_034009,hindu_knowledge/task.json,170,google/flan-t5-large,closed,5,0.01,adaptive,16,<pad>,0,1,86379,NVIDIA A100-PCIE-40GB,0.2470588235,0.157852077,20,35,0.2529411765,0.1509709558,24,27,9.335294118,0.8301400542
20230606_034015,hindu_knowledge/task.json,170,google/flan-t5-large,closed-adv,0,0.01,adaptive,16,<pad>,0,1,2266,NVIDIA A100-PCIE-40GB,0.2352941176,0.3170821114,21,31,-100,-100,-100,-100,5.764705882,-100
20230606_034019,hindu_knowledge/task.json,170,google/flan-t5-large,closed-adv,0,0.01,adaptive,16,<pad>,0,1,105,NVIDIA A100-PCIE-40GB,0.2352941176,0.3170821114,20,31,-100,-100,-100,-100,5.764705882,-100
20230606_034022,hindu_knowledge/task.json,170,google/flan-t5-large,closed-adv,0,0.01,adaptive,16,<pad>,0,1,86379,NVIDIA A100-PCIE-40GB,0.2352941176,0.3170821114,20,31,-100,-100,-100,-100,5.764705882,-100
20230606_034026,hindu_knowledge/task.json,170,google/flan-t5-large,closed-adv,5,0.01,adaptive,16,<pad>,0,1,2266,NVIDIA A100-PCIE-40GB,0.2647058824,0.3314982112,20,36,-100,-100,-100,-100,5.735294118,-100
20230606_034031,hindu_knowledge/task.json,170,google/flan-t5-large,closed-adv,5,0.01,adaptive,16,<pad>,0,1,105,NVIDIA A100-PCIE-40GB,0.2529411765,0.3201891693,21,33,-100,-100,-100,-100,5.747058824,-100
20230606_034037,hindu_knowledge/task.json,170,google/flan-t5-large,closed-adv,5,0.01,adaptive,16,<pad>,0,1,86379,NVIDIA A100-PCIE-40GB,0.2588235294,0.3292471403,20,34,-100,-100,-100,-100,5.741176471,-100
20230606_034042,hindu_knowledge/task.json,170,google/flan-t5-large,open,0,0.01,adaptive,16,<pad>,0,1,2266,NVIDIA A100-PCIE-40GB,0.01764705882,0.0183908046,0,3,0.2235294118,0.1335115865,15,16,11.34117647,0.8121456504
20230606_034047,hindu_knowledge/task.json,170,google/flan-t5-large,open,0,0.01,adaptive,16,<pad>,0,1,105,NVIDIA A100-PCIE-40GB,0.01764705882,0.0183908046,0,3,0.2235294118,0.1326950355,14,16,11.29411765,0.8120580316
20230606_034053,hindu_knowledge/task.json,170,google/flan-t5-large,open,0,0.01,adaptive,16,<pad>,0,1,86379,NVIDIA A100-PCIE-40GB,0.01764705882,0.0183908046,0,3,0.2235294118,0.1295849249,13,16,11.32352941,0.811712265
20230606_034058,hindu_knowledge/task.json,170,google/flan-t5-large,open,5,0.01,adaptive,16,<pad>,0,1,2266,NVIDIA A100-PCIE-40GB,0.05294117647,0.02857534622,1,8,0.2529411765,0.1399665552,16,20,10.97058824,0.8223321438
20230606_034104,hindu_knowledge/task.json,170,google/flan-t5-large,open,5,0.01,adaptive,16,<pad>,0,1,105,NVIDIA A100-PCIE-40GB,0.05294117647,0.02857534622,1,8,0.2529411765,0.1399665552,17,19,10.97058824,0.8223321438
20230606_034110,hindu_knowledge/task.json,170,google/flan-t5-large,open,5,0.01,adaptive,16,<pad>,0,1,86379,NVIDIA A100-PCIE-40GB,0.05294117647,0.02857534622,1,8,0.2529411765,0.1399665552,17,19,10.85882353,0.8224932551
20230606_101822,hindu_knowledge/task.json,170,text-davinci-001,closed,0,0,adaptive,None,None,None,None,None,None,0.6647058824,0.5872260015,-100,-100,0.7235294118,0.5671558351,-100,-100,7.523529412,0.9265188575
20230606_102150,hindu_knowledge/task.json,170,text-davinci-001,closed,5,0,adaptive,None,None,None,None,None,None,0.7117647059,0.59802886,-100,-100,0.7294117647,0.6106246954,-100,-100,3.8,0.9549964666
20230606_102519,hindu_knowledge/task.json,170,text-davinci-001,closed-adv,0,0,adaptive,None,None,None,None,None,None,0.5764705882,0.5409259259,-100,-100,-100,-100,-100,-100,11.11764706,-100
20230606_102850,hindu_knowledge/task.json,170,text-davinci-001,closed-adv,5,0,adaptive,None,None,None,None,None,None,0.6823529412,0.554388422,-100,-100,-100,-100,-100,-100,1.317647059,-100
20230606_103218,hindu_knowledge/task.json,170,text-davinci-001,open,0,0,adaptive,None,None,None,None,None,None,0.3882352941,0.3262749071,-100,-100,0.5705882353,0.403792145,-100,-100,10.46470588,0.8730489612
20230606_103540,hindu_knowledge/task.json,170,text-davinci-001,open,5,0,adaptive,None,None,None,None,None,None,0.4764705882,0.4212244898,-100,-100,0.6588235294,0.4906709514,-100,-100,5.688235294,0.9336759448
20230606_132923,hindu_knowledge/task.json,170,text-davinci-003,closed,0,0,adaptive,None,None,None,None,None,None,0.8294117647,0.7712464666,-100,-100,0.8294117647,0.7705914211,-100,-100,4.582352941,0.950127542
20230606_133407,hindu_knowledge/task.json,170,text-davinci-003,closed,5,0,adaptive,None,None,None,None,None,None,0.8647058824,0.8051864802,-100,-100,0.8764705882,0.8183650925,-100,-100,2.817647059,0.9675368071
20230606_133834,hindu_knowledge/task.json,170,text-davinci-003,closed-adv,0,0,adaptive,None,None,None,None,None,None,0.8235294118,0.7611390845,-100,-100,-100,-100,-100,-100,11.10588235,-100
20230606_134241,hindu_knowledge/task.json,170,text-davinci-003,closed-adv,5,0,adaptive,None,None,None,None,None,None,0.8470588235,0.7751938501,-100,-100,-100,-100,-100,-100,1.152941176,-100
20230606_134700,hindu_knowledge/task.json,170,text-davinci-003,open,0,0,adaptive,None,None,None,None,None,None,0.4294117647,0.384115398,-100,-100,0.6117647059,0.4480981417,-100,-100,11.72352941,0.8738276958
20230606_135107,hindu_knowledge/task.json,170,text-davinci-003,open,5,0,adaptive,None,None,None,None,None,None,0.5470588235,0.5192201518,-100,-100,0.7588235294,0.6171912675,-100,-100,5.164705882,0.940285027
20230603_142046,analytic_entailment/task.json,65,gpt2,closed,0,0.01,adaptive,16,<|endoftext|>,50256,50256,2266,NVIDIA A100 80GB PCIe,0.6,0.4822303922,-100,-100,0.6153846154,0.4923461418,-100,-100,23.69230769,0.9050300717
20230603_142048,analytic_entailment/task.json,65,gpt2,closed,0,0.01,adaptive,16,<|endoftext|>,50256,50256,105,NVIDIA A100 80GB PCIe,0.6,0.4822303922,-100,-100,0.6153846154,0.4923461418,-100,-100,23.75384615,0.9052198529
20230603_142051,analytic_entailment/task.json,65,gpt2,closed,0,0.01,adaptive,16,<|endoftext|>,50256,50256,86379,NVIDIA A100 80GB PCIe,0.6,0.4822303922,-100,-100,0.6153846154,0.4923461418,-100,-100,23.75384615,0.9050592184
20230603_142054,analytic_entailment/task.json,65,gpt2,closed,5,0.01,adaptive,16,<|endoftext|>,50256,50256,2266,NVIDIA A100 80GB PCIe,0.4615384615,0.4353437578,-100,-100,0.5538461538,0.5534233594,-100,-100,28.07692308,0.8899981976
20230603_142056,analytic_entailment/task.json,65,gpt2,closed,5,0.01,adaptive,16,<|endoftext|>,50256,50256,105,NVIDIA A100 80GB PCIe,0.4615384615,0.4353437578,-100,-100,0.6,0.5991461101,-100,-100,28.36923077,0.8898229599
20230603_142059,analytic_entailment/task.json,65,gpt2,closed,5,0.01,adaptive,16,<|endoftext|>,50256,50256,86379,NVIDIA A100 80GB PCIe,0.4615384615,0.4353437578,-100,-100,0.5846153846,0.5842217484,-100,-100,28.30769231,0.8899967074
20230603_142102,analytic_entailment/task.json,65,gpt2,closed-adv,0,0.01,adaptive,16,<|endoftext|>,50256,50256,2266,NVIDIA A100 80GB PCIe,0.06153846154,0.08333333333,-100,-100,-100,-100,-100,-100,40.27692308,-100
20230603_142105,analytic_entailment/task.json,65,gpt2,closed-adv,0,0.01,adaptive,16,<|endoftext|>,50256,50256,105,NVIDIA A100 80GB PCIe,0.06153846154,0.08333333333,-100,-100,-100,-100,-100,-100,39.53846154,-100
20230603_142107,analytic_entailment/task.json,65,gpt2,closed-adv,0,0.01,adaptive,16,<|endoftext|>,50256,50256,86379,NVIDIA A100 80GB PCIe,0.07692307692,0.101010101,-100,-100,-100,-100,-100,-100,39.90769231,-100
20230603_142110,analytic_entailment/task.json,65,gpt2,closed-adv,5,0.01,adaptive,16,<|endoftext|>,50256,50256,2266,NVIDIA A100 80GB PCIe,0.5692307692,0.3333333333,-100,-100,-100,-100,-100,-100,33.10769231,-100
20230603_142113,analytic_entailment/task.json,65,gpt2,closed-adv,5,0.01,adaptive,16,<|endoftext|>,50256,50256,105,NVIDIA A100 80GB PCIe,0.5692307692,0.3333333333,-100,-100,-100,-100,-100,-100,33.16923077,-100
20230603_142116,analytic_entailment/task.json,65,gpt2,closed-adv,5,0.01,adaptive,16,<|endoftext|>,50256,50256,86379,NVIDIA A100 80GB PCIe,0.5692307692,0.3333333333,-100,-100,-100,-100,-100,-100,33.35384615,-100
20230603_142119,analytic_entailment/task.json,65,gpt2,open,0,0.01,adaptive,16,<|endoftext|>,50256,50256,2266,NVIDIA A100 80GB PCIe,0,0,-100,-100,0.5692307692,0.362745098,-100,-100,38.50769231,0.8155278563
20230603_142121,analytic_entailment/task.json,65,gpt2,open,0,0.01,adaptive,16,<|endoftext|>,50256,50256,105,NVIDIA A100 80GB PCIe,0,0,-100,-100,0.5692307692,0.362745098,-100,-100,38.87692308,0.8160645962
20230603_142124,analytic_entailment/task.json,65,gpt2,open,0,0.01,adaptive,16,<|endoftext|>,50256,50256,86379,NVIDIA A100 80GB PCIe,0,0,-100,-100,0.5692307692,0.362745098,-100,-100,38.46153846,0.8156773448
20230603_142127,analytic_entailment/task.json,65,gpt2,open,5,0.01,adaptive,16,<|endoftext|>,50256,50256,2266,NVIDIA A100 80GB PCIe,0.5846153846,0.5190463141,-100,-100,0.6,0.516590389,-100,-100,23.98461538,0.9026927948
20230603_142130,analytic_entailment/task.json,65,gpt2,open,5,0.01,adaptive,16,<|endoftext|>,50256,50256,105,NVIDIA A100 80GB PCIe,0.5692307692,0.5075757576,-100,-100,0.5846153846,0.5054945055,-100,-100,24.15384615,0.9019713402
20230603_142132,analytic_entailment/task.json,65,gpt2,open,5,0.01,adaptive,16,<|endoftext|>,50256,50256,86379,NVIDIA A100 80GB PCIe,0.5846153846,0.5190463141,-100,-100,0.6,0.516590389,-100,-100,23.92307692,0.9026405811
20230603_144334,analytic_entailment/task.json,65,Rachneet/gpt2-alpaca,closed,0,0.01,adaptive,16,<|endoftext|>,50256,50256,2266,NVIDIA A100 80GB PCIe,0.4153846154,0.403957529,26,14,0.5076923077,0.4503171247,14,7,80.13846154,0.8310350776
20230603_144337,analytic_entailment/task.json,65,Rachneet/gpt2-alpaca,closed,0,0.01,adaptive,16,<|endoftext|>,50256,50256,105,NVIDIA A100 80GB PCIe,0.4,0.3907714492,26,13,0.4923076923,0.4266238974,14,6,80,0.8309592009
20230603_144340,analytic_entailment/task.json,65,Rachneet/gpt2-alpaca,closed,0,0.01,adaptive,16,<|endoftext|>,50256,50256,86379,NVIDIA A100 80GB PCIe,0.4153846154,0.403957529,26,14,0.5076923077,0.4503171247,14,7,80.13846154,0.8310350776
20230603_144343,analytic_entailment/task.json,65,Rachneet/gpt2-alpaca,closed,5,0.01,adaptive,16,<|endoftext|>,50256,50256,2266,NVIDIA A100 80GB PCIe,0.4461538462,0.3306636156,7,6,0.5538461538,0.525069287,11,11,27.36923077,0.8827746511
20230603_144347,analytic_entailment/task.json,65,Rachneet/gpt2-alpaca,closed,5,0.01,adaptive,16,<|endoftext|>,50256,50256,105,NVIDIA A100 80GB PCIe,0.4461538462,0.3306636156,7,6,0.5692307692,0.545,13,11,27.61538462,0.8827693462
20230603_144351,analytic_entailment/task.json,65,Rachneet/gpt2-alpaca,closed,5,0.01,adaptive,16,<|endoftext|>,50256,50256,86379,NVIDIA A100 80GB PCIe,0.4461538462,0.3306636156,7,6,0.5692307692,0.545,12,11,27.47692308,0.8829441071
20230603_144355,analytic_entailment/task.json,65,Rachneet/gpt2-alpaca,closed-adv,0,0.01,adaptive,16,<|endoftext|>,50256,50256,2266,NVIDIA A100 80GB PCIe,0,0,4,0,-100,-100,-100,-100,27.12307692,-100
20230603_144357,analytic_entailment/task.json,65,Rachneet/gpt2-alpaca,closed-adv,0,0.01,adaptive,16,<|endoftext|>,50256,50256,105,NVIDIA A100 80GB PCIe,0,0,4,0,-100,-100,-100,-100,26.81538462,-100
20230603_144400,analytic_entailment/task.json,65,Rachneet/gpt2-alpaca,closed-adv,0,0.01,adaptive,16,<|endoftext|>,50256,50256,86379,NVIDIA A100 80GB PCIe,0,0,5,0,-100,-100,-100,-100,27.76923077,-100
20230603_144403,analytic_entailment/task.json,65,Rachneet/gpt2-alpaca,closed-adv,5,0.01,adaptive,16,<|endoftext|>,50256,50256,2266,NVIDIA A100 80GB PCIe,0.5692307692,0.3333333333,0,0,-100,-100,-100,-100,34.41538462,-100
20230603_144407,analytic_entailment/task.json,65,Rachneet/gpt2-alpaca,closed-adv,5,0.01,adaptive,16,<|endoftext|>,50256,50256,105,NVIDIA A100 80GB PCIe,0.5692307692,0.3333333333,0,0,-100,-100,-100,-100,34.41538462,-100
20230603_144411,analytic_entailment/task.json,65,Rachneet/gpt2-alpaca,closed-adv,5,0.01,adaptive,16,<|endoftext|>,50256,50256,86379,NVIDIA A100 80GB PCIe,0.5692307692,0.3333333333,0,0,-100,-100,-100,-100,34.56923077,-100
